t_s,x_east,y_north,v_east,v_north,a_cmd,path_idx,cte_m
5.249561071395874023e+00,1.799732017517089844e+01,-3.803462982177734375e-01,5.153531074523925781e+00,-1.124996915459632874e-01,-7.975556806378925404e-03,3.600000000000000000e+01,3.100429598320247546e-02
5.499530076980590820e+00,1.927803230285644531e+01,-4.108382463455200195e-01,5.162360191345214844e+00,-1.111837029457092285e-01,-8.488284283185482462e-03,3.900000000000000000e+01,1.850293383684279980e-01
5.747426986694335938e+00,2.056575202941894531e+01,-4.405278861522674561e-01,5.163105010986328125e+00,-1.084490939974784851e-01,-1.023622854067875176e-02,4.100000000000000000e+01,1.094350710507527857e-01
5.998479127883911133e+00,2.187085151672363281e+01,-4.704512953758239746e-01,5.154013633728027344e+00,-1.060602143406867981e-01,-1.213238118760286838e-02,4.400000000000000000e+01,7.938450212202144418e-02
6.250661134719848633e+00,2.315567779541015625e+01,-4.995633661746978760e-01,5.138233661651611328e+00,-1.035558804869651794e-01,-1.346444912118796924e-02,4.600000000000000000e+01,2.122607680297005361e-01
6.502888202667236328e+00,2.443674850463867188e+01,-5.270406007766723633e-01,5.120809078216552734e+00,-1.004267856478691101e-01,-1.640293393431681290e-02,4.900000000000000000e+01,1.416544228964061042e-02
6.751772165298461914e+00,2.571003913879394531e+01,-5.540413856506347656e-01,5.104100704193115234e+00,-9.830899536609649658e-02,-1.786270421190921595e-02,5.200000000000000000e+01,2.185662063354105455e-01
6.999141216278076172e+00,2.698389625549316406e+01,-5.812956690788269043e-01,5.088822364807128906e+00,-9.740824997425079346e-02,-1.919080241257494629e-02,5.400000000000000000e+01,6.363452704455038744e-02
7.246675014495849609e+00,2.825240707397460938e+01,-6.081539392471313477e-01,5.075232505798339844e+00,-9.714205563068389893e-02,-1.920624599240389196e-02,5.700000000000000000e+01,1.635104326879548708e-01
7.496366024017333984e+00,2.952025222778320312e+01,-6.349867582321166992e-01,5.061667442321777344e+00,-9.686332195997238159e-02,-2.020280171104997524e-02,5.900000000000000000e+01,1.127548885095596420e-01
7.750045299530029297e+00,3.078711318969726562e+01,-6.613022685050964355e-01,5.047233104705810547e+00,-9.630487114191055298e-02,-2.052828493925814082e-02,6.200000000000000000e+01,1.167893151576759325e-01
8.000173091888427734e+00,3.205387496948242188e+01,-6.883589625358581543e-01,5.034389495849609375e+00,-9.615900367498397827e-02,-2.140446428596977715e-02,6.400000000000000000e+01,1.595643292726571238e-01
8.254510164260864258e+00,3.332753372192382812e+01,-7.162939906120300293e-01,5.023818969726562500e+00,-9.638807922601699829e-02,-2.073694249870878734e-02,6.700000000000000000e+01,6.592268052001377943e-02
8.500000953674316406e+00,3.458623886108398438e+01,-7.434983253479003906e-01,5.015316009521484375e+00,-9.579508751630783081e-02,-2.196608448081929787e-02,6.900000000000000000e+01,2.050094216394855728e-01
8.748181104660034180e+00,3.583848190307617188e+01,-7.702450156211853027e-01,5.008502006530761719e+00,-9.503149986267089844e-02,-2.229003249368540635e-02,7.200000000000000000e+01,4.620667797641411084e-02
9.002669095993041992e+00,3.709348297119140625e+01,-7.968345284461975098e-01,5.003749847412109375e+00,-9.474738687276840210e-02,-2.356690202740029799e-02,7.400000000000000000e+01,2.257250132051926150e-01
9.248088121414184570e+00,3.834364318847656250e+01,-8.243107199668884277e-01,5.000415325164794922e+00,-9.493672102689743042e-02,-2.294914446053033033e-02,7.700000000000000000e+01,3.564878775838799252e-02
9.499666929244995117e+00,3.959439849853515625e+01,-8.514390587806701660e-01,4.995632648468017578e+00,-9.457845240831375122e-02,-2.410373794364242470e-02,7.900000000000000000e+01,2.400114316674650528e-01
9.751399278640747070e+00,4.083697891235351562e+01,-8.782609105110168457e-01,4.992515087127685547e+00,-9.392451494932174683e-02,-2.424402718698643808e-02,8.200000000000000000e+01,3.494646046028824365e-02
9.998238086700439453e+00,4.208815765380859375e+01,-9.047388434410095215e-01,4.993915557861328125e+00,-9.332340955734252930e-02,-2.598695754275474196e-02,8.400000000000000000e+01,2.473363405295913586e-01
