x_east,y_north
1.258674659766256809e-03,2.031482290476560593e-03
5.651901143657843685e-01,-4.329700376198841738e-03
1.062531760489296984e+00,-1.555121928242898452e-02
1.559873406612809710e+00,-2.677273818865913077e-02
2.057215052736322214e+00,-3.799425709488926661e-02
2.554556698859835162e+00,-4.921577600111941980e-02
3.051898344983347666e+00,-6.043729490734955218e-02
3.549239991106860614e+00,-7.165881381357969149e-02
4.046581637230373119e+00,-8.288033271980983774e-02
4.543923283353886511e+00,-9.410185162603998399e-02
5.041264929477398127e+00,-1.053233705322701302e-01
5.538606575600911519e+00,-1.165448894385002626e-01
6.035948221724424023e+00,-1.277664083447304089e-01
6.533289867847936527e+00,-1.389879272509605412e-01
7.030631513971449031e+00,-1.502094461571906736e-01
7.527973160094962424e+00,-1.614309650634208337e-01
8.025314806218474928e+00,-1.726524839696509939e-01
8.522656452341987432e+00,-1.838740028758811262e-01
9.019998098465499936e+00,-1.950955217821112586e-01
9.517339744589012440e+00,-2.063170406883414187e-01
1.001468139071252672e+01,-2.175385595945715789e-01
1.051202303683603922e+01,-2.287600785008016835e-01
1.100936468295954995e+01,-2.399815974070318436e-01
1.150670632908306246e+01,-2.512031163132619760e-01
1.200404797520657496e+01,-2.624246352194921084e-01
1.250138962133008746e+01,-2.736461541257222407e-01
1.299873126745360175e+01,-2.848676730319524286e-01
1.349607291357711247e+01,-2.960891919381825055e-01
1.399341455970062498e+01,-3.073107108444126934e-01
1.449075620582413748e+01,-3.185322297506428257e-01
1.498809785194764999e+01,-3.297537486568729581e-01
1.548543949807116427e+01,-3.409752675631031460e-01
1.598278114419467499e+01,-3.521967864693332229e-01
1.648012279031819105e+01,-3.634183053755634107e-01
1.697746443644170355e+01,-3.746398242817935431e-01
1.747480608256521251e+01,-3.858613431880236755e-01
1.797214772868872501e+01,-3.970828620942538634e-01
1.846948937481223751e+01,-4.083043810004839957e-01
1.896683102093575357e+01,-4.195258999067140726e-01
1.946417266705926608e+01,-4.307474188129443160e-01
1.996151431318277858e+01,-4.419689377191743929e-01
2.045885595930629108e+01,-4.531904566254045252e-01
2.095619760542980359e+01,-4.644119755316346021e-01
2.145353925155331609e+01,-4.756334944378648455e-01
2.195088089767682860e+01,-4.868550133440950334e-01
2.244822254380034110e+01,-4.980765322503251102e-01
2.294556418992385360e+01,-5.092980511565552426e-01
2.344290583604736611e+01,-5.205195700627853750e-01
2.394024748217087861e+01,-5.317410889690155074e-01
2.443758912829439112e+01,-5.429626078752456397e-01
2.493493077441790362e+01,-5.541841267814757721e-01
2.543227242054141968e+01,-5.654056456877060155e-01
2.592961406666493218e+01,-5.766271645939360369e-01
2.642695571278844113e+01,-5.878486835001661692e-01
2.692429735891195364e+01,-5.990702024063964126e-01
2.742163900503546614e+01,-6.102917213126265450e-01
2.791898065115897509e+01,-6.215132402188566774e-01
2.841632229728249470e+01,-6.327347591250868097e-01
2.891366394340600365e+01,-6.439562780313169421e-01
2.941100558952951616e+01,-6.551777969375470745e-01
2.990834723565303221e+01,-6.663993158437773179e-01
3.040568888177654472e+01,-6.776208347500074503e-01
3.090303052790005722e+01,-6.888423536562375826e-01
3.140037217402356617e+01,-7.000638725624676040e-01
3.189771382014708578e+01,-7.112853914686978474e-01
3.239505546627059829e+01,-7.225069103749279797e-01
3.289239711239410724e+01,-7.337284292811581121e-01
3.338973875851762330e+01,-7.449499481873882445e-01
3.388708040464113225e+01,-7.561714670936183769e-01
3.438442205076464120e+01,-7.673929859998485092e-01
3.488176369688815015e+01,-7.786145049060786416e-01
3.537910534301166621e+01,-7.898360238123088850e-01
3.587644698913518226e+01,-8.010575427185390174e-01
3.637378863525869122e+01,-8.122790616247691498e-01
3.687113028138220727e+01,-8.235005805309992821e-01
3.736847192750572333e+01,-8.347220994372293035e-01
3.786581357362923228e+01,-8.459436183434594358e-01
3.836315521975274834e+01,-8.571651372496897903e-01
3.886049686587625729e+01,-8.683866561559198116e-01
3.935783851199977335e+01,-8.796081750621499440e-01
3.985518015812328230e+01,-8.908296939683800764e-01
4.035252180424679835e+01,-9.020512128746102087e-01
4.084986345037031441e+01,-9.132727317808403411e-01
4.134720509649382336e+01,-9.244942506870703625e-01
4.184454674261733231e+01,-9.357157695933007169e-01
4.234188838874084837e+01,-9.469372884995308493e-01
4.283923003486435732e+01,-9.581588074057609816e-01
4.333657168098787338e+01,-9.693803263119912250e-01
4.383391332711138233e+01,-9.806018452182213574e-01
4.433125497323489839e+01,-9.918233641244513787e-01
4.482859661935840734e+01,-1.003044883030681511e+00
4.532593826548192339e+01,-1.014266401936911643e+00
4.582327991160543945e+01,-1.025487920843141776e+00
4.632062155772894840e+01,-1.036709439749371908e+00
4.681796320385246446e+01,-1.047930958655602263e+00
4.731530484997597341e+01,-1.059152477561832173e+00
4.781264649609948947e+01,-1.070373996468062305e+00
4.830998814222299842e+01,-1.081595515374292438e+00
4.880732978834651448e+01,-1.092817034280522570e+00
4.930467143447002343e+01,-1.104038553186752702e+00
4.980201308059353238e+01,-1.115260072092982835e+00
5.029935472671704844e+01,-1.126481590999213189e+00
5.079669637284056449e+01,-1.137703109905443322e+00
5.129403801896408766e+01,-1.148924628811673454e+00
5.179137966508758950e+01,-1.160146147717903364e+00
5.228872131121110556e+01,-1.171367666624133497e+00
5.278606295733462161e+01,-1.182589185530363851e+00
5.328340460345813057e+01,-1.193810704436593984e+00
5.378074624958164662e+01,-1.205032223342824116e+00
5.427808789570515557e+01,-1.216253742249054248e+00
5.477542954182867163e+01,-1.227475261155284381e+00
5.527277118795217348e+01,-1.238696780061514513e+00
5.577011283407568953e+01,-1.249918298967744423e+00
5.626745448019920559e+01,-1.261139817873974778e+00
5.676479612632272875e+01,-1.272361336780204910e+00
5.726213777244623060e+01,-1.283582855686435042e+00
5.775947941856974666e+01,-1.294804374592665175e+00
5.825682106469325561e+01,-1.306025893498895307e+00
5.875416271081677166e+01,-1.317247412405125440e+00
5.925150435694028772e+01,-1.328468931311355794e+00
5.974884600306380378e+01,-1.339690450217585926e+00
6.024618764918731273e+01,-1.350911969123816059e+00
6.074352929531081458e+01,-1.362133488030046191e+00
6.124087094143433774e+01,-1.373355006936276324e+00
6.173821258755783958e+01,-1.384576525842506234e+00
6.223555423368135564e+01,-1.395798044748736366e+00
6.273289587980487170e+01,-1.407019563654966721e+00
6.323023752592838775e+01,-1.418241082561196853e+00
6.372757917205189671e+01,-1.429462601467426985e+00
6.422492081817541987e+01,-1.440684120373657118e+00
6.472226246429892171e+01,-1.451905639279887250e+00
6.521960411042243777e+01,-1.463127158186117382e+00
6.571694575654593962e+01,-1.474348677092347515e+00
6.621428740266946988e+01,-1.485570195998577647e+00
6.671162904879297173e+01,-1.496791714904807780e+00
6.720897069491648779e+01,-1.508013233811037912e+00
6.770631234104000384e+01,-1.519234752717268044e+00
6.820365398716350569e+01,-1.530456271623498177e+00
6.870099563328702175e+01,-1.541677790529728309e+00
6.919833727941052359e+01,-1.552899309435958441e+00
6.969567892553405386e+01,-1.564120828342188574e+00
7.019302057165755571e+01,-1.575342347248418928e+00
7.069036221778107176e+01,-1.586563866154648839e+00
7.118770386390458782e+01,-1.597785385060879193e+00
7.168504551002810388e+01,-1.609006903967109103e+00
7.218238715615160572e+01,-1.620228422873339458e+00
7.267972880227513599e+01,-1.631449941779569812e+00
7.317707044839863784e+01,-1.642671460685799723e+00
7.367441209452215389e+01,-1.653892979592029855e+00
7.417175374064566995e+01,-1.665114498498259765e+00
7.466909538676918601e+01,-1.676336017404490120e+00
7.516643703289268785e+01,-1.687557536310720030e+00
7.566377867901618970e+01,-1.698779055216950384e+00
7.616112032513971997e+01,-1.710000574123180739e+00
7.665846197126322181e+01,-1.721222093029410649e+00
7.715580361738673787e+01,-1.732443611935640781e+00
7.765314526351025393e+01,-1.743665130841870914e+00
7.815048690963376998e+01,-1.754886649748101046e+00
7.864782855575727183e+01,-1.766108168654330957e+00
7.914517020188078789e+01,-1.777329687560561311e+00
7.964251184800430394e+01,-1.788551206466791665e+00
8.013985349412782000e+01,-1.799772725373021576e+00
8.063719514025132185e+01,-1.810994244279251930e+00
8.113453678637485211e+01,-1.822215763185481840e+00
8.163187843249835396e+01,-1.833437282091711973e+00
8.212922007862187002e+01,-1.844658800997942105e+00
8.262656172474537186e+01,-1.855880319904172238e+00
8.312390337086888792e+01,-1.867101838810402592e+00
8.362124501699240398e+01,-1.878323357716632502e+00
8.411858666311592003e+01,-1.889544876622862857e+00
8.461592830923943609e+01,-1.900766395529092767e+00
8.511326995536293794e+01,-1.911987914435322899e+00
8.561061160148645399e+01,-1.923209433341553032e+00
8.610795324760997005e+01,-1.934430952247783608e+00
8.660529489373348611e+01,-1.945652471154013519e+00
8.710263653985698795e+01,-1.956873990060243873e+00
8.759997818598050401e+01,-1.968095508966473783e+00
8.809731983210402007e+01,-1.979317027872704138e+00
8.859466147822753612e+01,-1.990538546778934048e+00
8.909200312435103797e+01,-2.001760065685164403e+00
8.958934477047456824e+01,-2.012981584591394757e+00
9.007503678722486029e+01,-2.019220338812205640e+00
9.056075833912662176e+01,-2.016021712961829415e+00
9.104632606772617009e+01,-2.003386914512089945e+00
9.153155667263764883e+01,-1.981320713062145744e+00
9.201626698073840771e+01,-1.949831438537991124e+00
9.250027401531629323e+01,-1.908930978047901350e+00
9.298339506514287223e+01,-1.858634771395123453e+00
9.346544775344628420e+01,-1.798961805249371659e+00
9.394625010675805754e+01,-1.729934605979416284e+00
9.442562062360744335e+01,-1.651579231149452598e+00
9.490337834303774400e+01,-1.563925259682458213e+00
9.537934291291855970e+01,-1.467005780694208283e+00
9.585333465802814601e+01,-1.360857381002250621e+00
9.632517464788027439e+01,-1.245520131314498125e+00
9.679468476426998791e+01,-1.121037571102634356e+00
9.726168776851271502e+01,-9.874566921660998808e-01
9.772600736835130419e+01,-8.448279208928322070e-01
9.818746828450585440e+01,-6.932050992234428666e-01
9.864589631684114579e+01,-5.326454643260591926e-01
9.910111841012664513e+01,-3.632096269894413698e-01
9.955296271936434493e+01,-1.849615487426015115e-01
1.000012586746597663e+02,2.031482290482111708e-03
1.004632593318795415e+02,2.055776932478353691e-01
1.009210555669750846e+02,4.184116059566811430e-01
1.013744606901529579e+02,6.404464265201803563e-01
1.018232898023198629e+02,8.715916089014591472e-01
1.022673598704846825e+02,1.111752891848369451e+00
1.027064898023995028e+02,1.360832337333317543e+00
1.031405005204092760e+02,1.618728370492511504e+00
1.035692150344798392e+02,1.885335821048295113e+00
1.039924585143746327e+02,2.160545966197691126e+00
1.044100583609506998e+02,2.444246574949690665e+00
1.048218442765447662e+02,2.736321953893153136e+00
1.052276483344208060e+02,3.036652994376723314e+00
1.056273050472507862e+02,3.345117221081444825e+00
1.060206514346005235e+02,3.661588841966348262e+00
1.064075270893933123e+02,3.985938799566560053e+00
1.067877742433240797e+02,4.318034823623085217e+00
1.071612378311975107e+02,4.657741485022762085e+00
1.075257147404291089e+02,4.996061508391835382e+00
1.078901916496607072e+02,5.334381531760907791e+00
1.082546685588923054e+02,5.672701555129981088e+00
1.086191454681239037e+02,6.011021578499054385e+00
1.089836223773555020e+02,6.349341601868127682e+00
1.093480992865871002e+02,6.687661625237200091e+00
1.097125761958186985e+02,7.025981648606273389e+00
1.100770531050502967e+02,7.364301671975345798e+00
1.104415300142818950e+02,7.702621695344419095e+00
1.108060069235134932e+02,8.040941718713492392e+00
1.111704838327450915e+02,8.379261742082565689e+00
1.115349607419766897e+02,8.717581765451637210e+00
1.118994376512082880e+02,9.055901788820710507e+00
