vehicle,condition,perturbation,law,route,seed,score,completed,sat_fraction
fixed_wing,typical,velocity noise,vector_field,2001,1,0.019139474354406133,True,0.059907834101382486
fixed_wing,typical,velocity noise,vector_field,2002,0,0.06418763358645126,True,0.16981962164540254
fixed_wing,typical,velocity noise,vector_field,2002,1,0.019291509201532886,True,0.08443579766536966
fixed_wing,typical,velocity noise,vector_field,2003,0,0.021220416634287725,True,0.12373225152129817
fixed_wing,typical,velocity noise,vector_field,2003,1,0.017883834596587697,True,0.08138629283489096
fixed_wing,typical,velocity noise,vector_field,2004,0,0.029577419398975083,True,0.129979035639413
fixed_wing,typical,velocity noise,vector_field,2004,1,0.01814710515221478,True,0.06659836065573771
fixed_wing,typical,velocity noise,vector_field,2005,0,0.03455832170573677,True,0.10747051114023591
fixed_wing,typical,velocity noise,vector_field,2005,1,0.017438813343410624,True,0.06671423474848377
fixed_wing,typical,velocity noise,vector_field,2006,0,0.06011705073332169,True,0.11119212541013489
fixed_wing,typical,velocity noise,vector_field,2006,1,0.020960018373273236,True,0.09188416160171613
fixed_wing,typical,velocity noise,vector_field,2007,0,0.017788349952780152,True,0.06695156695156695
fixed_wing,typical,velocity noise,vector_field,2007,1,0.01838486526536958,True,0.08684774839170836
fixed_wing,typical,velocity noise,vector_field,2008,0,0.06423011046205086,True,0.19638351555929354
fixed_wing,typical,velocity noise,vector_field,2008,1,0.04865553107545365,True,0.21401110636480136
fixed_wing,typical,velocity noise,vector_field,2009,0,0.060393502087241244,True,0.09884801189149016
fixed_wing,typical,velocity noise,vector_field,2009,1,0.04253992505714567,True,0.09827213822894168
fixed_wing,typical,velocity noise,vector_field,2010,0,0.02828774299820476,True,0.10202461294164351
fixed_wing,typical,velocity noise,vector_field,2010,1,0.038165669471110594,True,0.14070550931430836
fixed_wing,typical,velocity noise,vector_field,2011,0,0.016281010317042877,True,0.07511407511407511
fixed_wing,typical,velocity noise,vector_field,2011,1,0.06005002004440229,True,0.1456726649528706
fixed_wing,typical,velocity noise,lead_vf,2000,0,0.031127849229366532,True,0.002277904328018223
fixed_wing,typical,velocity noise,lead_vf,2000,1,0.02561909411326551,True,0.001885369532428356
fixed_wing,typical,velocity noise,lead_vf,2001,0,0.02477879029537812,True,0.005257623554153523
fixed_wing,typical,velocity noise,lead_vf,2001,1,0.028587337448221138,True,0.0017768301350390902
fixed_wing,typical,velocity noise,lead_vf,2002,0,0.053989830330020694,True,0.04295837023914969
fixed_wing,typical,velocity noise,lead_vf,2002,1,0.035694367841268754,True,0.00859375
fixed_wing,typical,velocity noise,lead_vf,2003,0,0.043415777751924234,True,0.015885947046843176
fixed_wing,typical,velocity noise,lead_vf,2003,1,0.03568141565883019,True,0.00546875
