x_east,y_north
-9.580037556588649750e-03,1.056127715855836868e-02
1.234774841936805978e-01,9.853084933335864992e-03
6.198643623311668183e-01,4.568944931640423791e-03
1.116251240468653094e+00,-7.151950700550174095e-04
1.612638118606139148e+00,-5.999335071750457743e-03
2.109024996743625646e+00,-1.128347507344589981e-02
2.605411874881112144e+00,-1.656761507514134188e-02
3.101798753018597754e+00,-2.185175507683678048e-02
3.598185631156083808e+00,-2.713589507853222255e-02
4.094572509293570306e+00,-3.242003508022766461e-02
4.590959387431056804e+00,-3.770417508192310668e-02
5.087346265568542414e+00,-4.298831508361854875e-02
5.583733143706028912e+00,-4.827245508531399082e-02
6.080120021843514522e+00,-5.355659508700942595e-02
6.576506899981002796e+00,-5.884073508870488189e-02
7.072893778118487518e+00,-6.412487509040031008e-02
7.569280656255975792e+00,-6.940901509209576603e-02
8.065667534393460514e+00,-7.469315509379119422e-02
8.562054412530946124e+00,-7.997729509548662241e-02
9.058441290668433510e+00,-8.526143509718207836e-02
9.554828168805919120e+00,-9.054557509887750655e-02
1.005121504694340651e+01,-9.582971510057296249e-02
1.054760192508089034e+01,-1.011138551022683907e-01
1.104398880321837950e+01,-1.063979951039638466e-01
1.154037568135586334e+01,-1.116821351056592748e-01
1.203676255949334895e+01,-1.169662751073547169e-01
1.253314943763083633e+01,-1.222504151090501590e-01
1.302953631576832372e+01,-1.275345551107456288e-01
1.352592319390580577e+01,-1.328186951124410431e-01
1.402231007204329316e+01,-1.381028351141364852e-01
1.451869695018077877e+01,-1.433869751158319272e-01
1.501508382831826793e+01,-1.486711151175273971e-01
1.551147070645575177e+01,-1.539552551192228114e-01
1.600785758459323915e+01,-1.592393951209182534e-01
1.650424446273072476e+01,-1.645235351226136955e-01
1.700063134086820682e+01,-1.698076751243091098e-01
1.749701821900569598e+01,-1.750918151260045796e-01
1.799340509714318515e+01,-1.803759551277000217e-01
1.848979197528067075e+01,-1.856600951293954638e-01
1.898617885341815281e+01,-1.909442351310908781e-01
