t,x,y,a_cmd,a_sat,cte
5.200000000000000178e+00,3.476550829878825510e+01,-4.885954860439725711e-01,1.325984660273075433e-01,1.325984660273075433e-01,1.645101948277210013e-01
5.250000000000000000e+00,3.510025636189479314e+01,-4.925820845185318042e-01,1.665051216525766375e-01,1.665051216525766375e-01,2.516580528187470911e-01
5.300000000000000711e+00,3.544101291747989535e+01,-4.981938202079607136e-01,1.691100606551492747e-01,1.691100606551492747e-01,1.382704897777571329e-01
5.350000000000000533e+00,3.578313042493931562e+01,-5.038194190149979379e-01,1.612606745134198272e-01,1.612606745134198272e-01,1.520021705722833516e-01
5.400000000000000355e+00,3.612655690017876253e+01,-5.089359405990794283e-01,1.977428994882196867e-01,1.977428994882196867e-01,2.718947139359326748e-01
5.450000000000000178e+00,3.646829062014646183e+01,-5.158129420994362890e-01,1.950059388870371280e-01,1.950059388870371280e-01,1.628922375920899279e-01
5.500000000000000000e+00,3.681796658272541833e+01,-5.223072315086855211e-01,2.191585058038952039e-01,2.191585058038952039e-01,1.390194785694471580e-01
5.550000000000000711e+00,3.716202756674390173e+01,-5.299126684089889849e-01,2.372023877860044427e-01,2.372023877860044427e-01,2.401648123649865463e-01
5.600000000000000533e+00,3.750767481910848744e+01,-5.381926353426709220e-01,1.758532074444599524e-01,1.758532074444599524e-01,2.028049818162919737e-01
5.650000000000000355e+00,3.785670155417727045e+01,-5.431218543636870955e-01,1.887954629028877340e-01,1.887954629028877340e-01,1.408300039289034633e-01
5.700000000000000178e+00,3.820506185864112325e+01,-5.486396710729808390e-01,2.136277117554798710e-01,2.136277117554798710e-01,2.057461878842293257e-01
5.750000000000000000e+00,3.855050123246071081e+01,-5.553343868911773118e-01,1.377786471415096137e-01,1.377786471415096137e-01,2.451730471511518739e-01
5.800000000000000711e+00,3.889180624992532387e+01,-5.581252892173033109e-01,1.913414109724081158e-01,1.913414109724081158e-01,1.508140644052853863e-01
5.850000000000000533e+00,3.923714167023879895e+01,-5.635905752147530867e-01,2.723981399125534608e-01,2.723981399125534608e-01,1.826392404499735944e-01
5.900000000000000355e+00,3.957911500729769472e+01,-5.730514816367509034e-01,4.272536865932423100e-01,4.272536865932423100e-01,2.785361126545364274e-01
5.950000000000000178e+00,3.991833652190144477e+01,-5.899720476392817936e-01,3.523418084373310943e-01,3.523418084373310943e-01,1.823674538524482636e-01
6.000000000000000000e+00,4.025435903820562800e+01,-6.024999297764709327e-01,2.966506322532907469e-01,2.966506322532907469e-01,1.939081301739534746e-01
6.050000000000000711e+00,4.058932503272151138e+01,-6.117965171867865148e-01,1.895387386298587884e-01,1.895387386298587884e-01,3.047024629137474738e-01
6.100000000000000533e+00,4.092286323700353989e+01,-6.154670461998638098e-01,1.925031384628595743e-01,1.925031384628595743e-01,2.008421390083882929e-01
6.150000000000000355e+00,4.125681141744180280e+01,-6.192724016824198152e-01,1.950453539529551361e-01,1.950453539529551361e-01,1.955080622628604381e-01
6.200000000000000178e+00,4.159740411676255434e+01,-6.230758426838899355e-01,1.663234262087807114e-01,1.663234262087807114e-01,2.928418957318107974e-01
6.250000000000000000e+00,4.193456732155037514e+01,-6.254940496966077124e-01,9.216416337321266250e-02,9.216416337321266250e-02,2.091862464378847764e-01
